HOLDING_CODE,OBJECTID..,SURVTYPE,SLR,ITEM7,ITEM11,ITEM12,ITEM40,ITEM157,ITEM170,ITEM122,ITEM145,ITEM2479,ITEM1703,ITEM1707,ITEM459,ITEM538,ITEM1825,ITEM1827,ITEM1828,ITEM1830,ITEM2495,ITEM1668,ITEM2512,ITEM2513,ITEM2514,ITEM2492,ITEM2499,ITEM1870,ITEM1871,ITEM1875,ITEM1872,ITEM1874,ITEM2500,ITEM2501,ITEM2502,ITEM1876,ITEM2503,ITEM2504,ITEM2505,TOTDAAREA,TOTNONLFAAREA,TOTSDAAREA,ITEM2482,ITEM2483,ITEM2484,ITEM2485,ITEM2486,ITEM2487,ITEM2321,ITEM2322,ITEM47,ITEM48,ITEM100,ITEM102,ITEM104,ITEM106,cattle.beef,cattle.dairy,calf.beef,calf.dairy,breeder.beef,breeder.dairy,service.bull,cattle.other,cattle.all
006/0018,140,NA,0.974289,64.8,21,85.8,46.78,0,0,23,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,0,0,0,0,0,0,0,39.98,0,0,0.06,2,1,0,0,2,125,6,33,0,24,2,0,192
006/0025,143,SAF+FSE,0.475684,20.8,44.9,65.7,5.69,0,0,61,0,0,0,0,1,1,7,3,6,6,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,0,0,0,0,0,0,0,56.31,2.44,0,0,0,0,0,0,38,0,3,4,5,0,0,84,134
006/0033,146,SAF+FSE,2.808024,74.14,143.56,217.7,67.15,0,0,266,350,0,0,0,1,0,7,0,6,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,113.7,104,0,0,0,0,0,0,0,63.57,38.84,9.43,16.96,0,0,0,0,106,0,36,39,0,0,3,32,216
006/0038,175,SAF+FSE,1.205271,0,127.7,127.7,39.27,0,0,129,0,0,0,0,1,0,5,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,71.5,0,0,0,0,0,0,0,56.07,29.32,1.37,0.08,0,0,0,0,37,0,0,0,0,0,0,104,141
006/0044,176,SAF+FSE,0.536553,61.9,0,61.9,25.19,0,0,0,180,0,0,0,2,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,0,0,0,0,0,0,0,0,40.59,0,0.3,0,0,0,0,0,62,0,23,22,0,0,3,0,110
006/0045,177,SAF+FSE,0.825453,45.5,0,45.5,18.11,0,0,23,278,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,0,0,0,0,0,0,0,0,24.38,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47
006/0047,178,SAF+FSE,0.678695,0,62.33,62.33,18.42,0,0,84,0,0,0,0,2,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,29.53,0,0,0,0,0,0,0,35.29,6.24,0,0,0,0,0,0,30,0,9,10,4,0,0,44,97
006/0061,183,SAF+FSE,2.598637,0,202.4,202.4,87.81,0,0,275,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,157.45,44.95,0,0,0,0,0,0,77.58,26.83,4.38,5.74,0,0,0,0,113,0,46,49,0,0,4,89,301
006/0062,184,SAF+FSE,3.627232,0,246.02,246.02,95.05,0,0,446,0,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,81.78,117.07,47.17,0,0,0,0,0,0,26.95,116.22,0,2.12,0,0,0,0,144,0,71,66,22,0,9,87,399
006/0075,186,Main+FSE,0.094632,0,6.39,6.39,6.39,0,0,0,42,0,0,1,1,0,2,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,8,15,0,1,28,92
006/0104,190,NA,0.006589,0,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,3,0,0,0,2,0,0,0,5
007/0002,192,SAF+FSE,1.780634,44.5,168.65,213.15,84.45,0,0,132,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57.75,155.4,0,0,0,0,0,0,0,96.46,16.58,1.23,0,0,0,0,0,11,208,58,63,0,15,2,100,457
007/0010,194,NA,3.015134,0,167.56,167.56,0,991,0,27,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,0,0,0,0,0,0,0,40.93,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,26,26
007/0017,147,SAF+FSE,0.740482,0,68.2,68.2,30.8,0,0,70,15,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2,0,0,0,0,0,0,0,34.54,0.48,0,0,0,0,0,0,8,0,0,0,0,0,0,73,81
007/0018,148,NA,0.273116,0,11.5,11.5,7.15,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42
007/0019,149,NA,3.162258,0,40.2,40.2,201.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,0,0,8.89,15.87,0,0,0,0,0,0,90,0,43,46,0,0,2,80,261
007/0020,150,SAF+FSE,0.404247,0,34,34,18.03,0,36,36,0,0,0,0,1,0,6,0,4,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,8.77,7.88,0,0,0,0,0,0,21,0,10,6,0,0,0,0,37
007/0024,152,NA,2.762347,0,106.1,106.1,18.19,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.1,0,0,0,0,0,0,0,75.83,7.31,0,0,89,17,6,0,0,142,0,37,0,15,2,0,196
007/0030,153,NA,2.046284,81,58.1,139.1,96.86,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.1,0,0,0,0,0,0,0,40.91,3.2,0,0,0,5,12,12,0,179,45,68,0,46,1,0,339
007/0031,168,NA,2.219789,0,95.14,95.14,41.62,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.6,0,0,0,0,0,0,0,51.54,1.26,0,0,0,0,0,0,285,0,170,80,0,0,2,0,537
007/0037,169,SAF+FSE,1.427779,0,178.81,178.81,75.33,0,0,0,0,0,0,1,1,1,5,6,2,5,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58.14,129.42,0,0,0,0,0,0,0,66.49,17.98,0,4.76,0,0,0,0,136,0,66,53,0,0,2,39,296
007/0040,170,SAF+FSE,0.122442,0,18.29,18.29,0,0,0,18,0,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29,0,0,0,0,0,0,0,0,17.66,0,0,0,0,0,0,7,0,1,0,0,0,0,33,41
008/0001,173,SAF+FSE,2.144987,0,182.22,182.22,122.77,0,0,184,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.22,0,0,0,0,0,0,0,21.28,11.39,3.33,0.31,0,0,0,0,15,0,92,0,0,0,0,125,232
008/0020,155,SAF+FSE,0.620847,46.8,0,46.8,9.13,0,0,81,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,0,0,0,0,0,0,37.09,0,0,0,1,0,0,0,16,29,6,7,0,0,1,56,115
008/0031,160,SAF+FSE,0.802305,16.2,70.5,86.7,35.45,0,0,75,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,0,0,0,0,0,1,0,27.12,22.35,0,0,0,0,0,0,10,0,0,0,0,0,0,48,58
008/0038,161,SAF+FSE,0.270034,0,39.69,39.69,23.71,0,0,0,0,0,1,1,0,1,0,5,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.69,0,0,0,0,0,0,0,8.73,0,2.63,0.7,0,0,0,0,0,99,36,35,0,26,2,27,225
008/0042,162,NA,0.797979,0,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,4.04,0,2.83,0,0,0,0,0,0,2,7,1,0,0,2,12
008/0057,164,SAF+FSE,4.604826,0,222.4,222.4,93.11,0,0,0,2024,0,1,1,0,1,0,5,0,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.4,0,0,0,0,0,0,0,67.88,36.86,8.63,0.35,0,0,0,0,93,0,37,35,59,0,4,4,232
008/0059,165,SAF+FSE,0.4443,0,51.74,51.74,21.31,0,0,37,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51.74,0,0,0,0,0,0,0,27.77,1.29,0,0.54,0,0,0,0,10,0,3,0,0,0,0,51,64
008/0067,166,SAF+FSE,1.562684,86.83,35.82,122.65,43.94,0,0,58,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.65,0,0,0,0,0,0,0,75.67,6.24,0.04,0,0,0,29,0,0,140,20,25,0,20,2,0,207
008/0070,167,SAF+FSE,0.0356,0,16.84,16.84,0,0,0,0,0,0,1,1,0,1,0,6,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,0,0,0,0,0,0,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80
008/0082,227,SAF+FSE,1.795979,0,40.34,40.34,0,0,0,16,963,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40.34,0,0,0,0,0,0,0,0,16.96,21.75,1.12,0,0,0,0,0,16,0,9,9,1,0,0,13,48
008/0094,228,SAF+FSE,2.456624,235.1,198.27,433.37,51.59,0,0,128,575,0,1,1,0,1,0,5,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.97,233.4,0,0,0,0,0,0,97.45,15.56,176.79,83.37,0,0,0,0,29,113,15,38,0,23,4,2,224
008/0109,230,SAF+FSE,0.895621,59.47,0,59.47,22.64,0,973,101,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,59.47,0,0,0,0,0,0,0,0,30.06,0,5.63,0,0,0,0,0,10,36,10,20,0,24,0,29,129
008/0110,231,SAF+FSE,1.255313,30.7,0,30.7,0,0,0,243,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,0,0,0,0,0,0,0,0,23.45,5.53,0,0,0,0,0,22,0,0,0,77,0,0,0,99
008/0112,232,SAF+FSE,0.450387,78.73,0,78.73,11.9,0,0,41,0,0,0,0,1,0,3,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49.93,28.8,0,0,0,0,0,0,1,23.4,23.54,18.65,0,0,0,0,0,21,0,28,0,0,0,0,21,70
008/0115,233,NA,1.667711,0,91.66,91.66,38.04,0,0,138,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.67,0,0,0,0,0,0,0,52.3,0.96,0,0,0,0,0,0,28,0,13,6,0,0,0,39,86
008/0122,235,NA,0.463987,0,37.29,37.29,38.15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.15,0,0,0,0,0,0,0,24.24,7.02,1.29,0,0,0,0,0,57,0,0,0,0,0,0,297,354
009/0004,239,SAF+FSE,0.722029,0,69.2,69.2,48.91,0,0,51,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,69.2,0,0,0,0,0,0,0,12.83,6.15,0.29,1.02,0,0,0,0,0,0,35,0,0,0,0,36,71
009/0007,26798,Minor,0.048947,0,2.55,2.55,0,0,20,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.04,0,NA,NA,NA,NA,NA,NA,0.358,1.792,0,0.4,0,0,0,0,5,0,2,2,0,0,2,0,11
009/0008,241,NA,0.905929,0,93.7,93.7,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,64.05,0,0,0,0,0,0,29.98,34.25,24.23,0.2,0,0,0,0,74,0,19,15,2,0,2,46,158
009/0011,242,NA,3.693213,0,71.17,71.17,33.45,0,0,77,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.3,0,0,0,0,0,0,0,64.43,21.24,2.13,1.24,0,0,0,0,8,0,3,4,21,0,2,36,74
009/0023,197,SAF+FSE,0.210042,4.5,7.48,11.98,0,0,0,39,0,0,0,0,1,0,5,0,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,19,0,0,0,0,0,1,0,20
009/0032,217,SAF+FSE,0.373203,0,6.8,6.8,0.84,0,420,4,0,0,0,0,1,0,6,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0.56,1.21,3.07,0,0,0,0,0,2,0,1,1,1,0,0,0,5
009/0051,203,Main+FSE,0.425105,0,5.9,5.9,0,0,0,67,47,0,0,0,1,0,7,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0,6,0,6,7,0,0,3,8,30
009/0053,204,SAF+FSE,6.552145,0,332.7,332.7,135.82,0,0,997,0,0,0,0,1,0,5,0,3,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,238.3,0,0,0,0,0,0,0,108.75,54.13,11.47,7.82,0,0,0,0,121,0,33,33,0,0,0,101,288
009/0055,205,NA,1.073026,0.9,27.46,28.36,4.61,0,12,91,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.39,0,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,50,0,7,8,0,0,1,60,126
009/0060,207,NA,1.680887,4.22,68.99,73.21,7.64,0,0,167,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.96,35.25,0,0,0,0,0,0,0,52.25,6.13,0,0,0,0,0,0,62,0,41,21,0,0,2,60,186
009/0076,212,SAF+FSE,0.178063,0,26.38,26.38,15.12,0,0,0,0,0,0,0,1,0,7,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.38,0,0,0,0,0,0,0,0,8.98,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6
009/0092,247,SAF+FSE,1.402632,0,104.86,104.86,63.54,0,0,142,0,0,0,0,1,0,7,0,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,104.86,0,0,0,0,0,0,0,31.9,0,0,0,0,0,0,0,33,0,0,0,0,0,0,84,117
009/0098,249,NA,3.068529,0,117.67,117.67,63.78,0,12000,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.67,0,0,0,0,0,0,0,47.28,3.14,1.95,1.8,0,0,0,0,31,0,0,0,0,0,0,81,112
009/0104,281,SAF+FSE,1.441074,6.06,157.9,163.96,145.36,0,0,0,0,0,0,0,1,0,6,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,163.96,0,0,0,0,0,0,0,1.13,3.28,0,0,0,0,0,0,0,0,54,0,0,0,0,0,54
009/0112,282,NA,9.676916,309,0,309,85.06,2314,0,310,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.46,0,0,0,0,0,0,0,140.77,0,4.18,0,0,0,0,0,175,0,81,74,0,0,3,0,333
009/0117,283,SAF+FSE,0.290374,5.6,28.62,34.22,0.4,0,16,31,34,0,0,0,1,0,7,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.22,0,0,1,0,0,0,0,30.14,0,0,1.49,0,0,0,0,26,0,10,13,4,0,2,6,61
009/0158,288,SAF+FSE,0.143158,0,13.8,13.8,13.6,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,47
009/0163,290,SAF+FSE,0.278295,0,38.7,38.7,27,0,0,0,0,0,0,0,1,0,7,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,0,0,0,0,0,0,0,3.65,4.04,1,1.22,0,0,0,0,0,0,24,0,0,0,0,40,64
010/0021,298,SAF+FSE,0.972063,0,86.6,86.6,56.89,0,0,72,0,0,0,0,1,0,6,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,0,0,0,0,0,0,0,16.65,18.73,0,0,0,0,0,0,0,0,0,0,58,0,0,17,75
010/0025,299,SAF+FSE,0.980118,0,137.54,137.54,107.51,0,0,5,0,0,0,0,1,0,5,0,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.54,0,0,0,0,0,0,0,0,2.21,24.59,0,0,0,0,0,5,0,4,0,0,0,0,96,105
010/0033,300,SAF+FSE,2.313529,13.37,129.1,142.47,106.61,0,0,152,241,0,0,0,1,0,7,0,6,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,142.47,0,0,0,0,0,0,0,19.65,11.24,0,0,0,0,0,0,0,0,60,0,0,0,0,92,152
010/0034,252,SAF+FSE,5.234505,0,156,156,49.42,0,0,465,0,0,0,0,1,0,5,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,1.44,0,139,20,26,0,16,206,73,90,22,60,2,43,512
010/0049,257,NA,1.309387,0,0,0,33.16,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.72,0,0,0,0,0,0,0,0,38.87,8.77,0,0,0,0,0,51,0,0,12,0,0,0,159,222
010/0055,273,SAF+FSE,0.970447,79.51,0,79.51,37.84,0,0,101,0,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51,0,0,0,0,0,0,0,43.68,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,109,109
010/0082,26671,NA,0.043958,0,3.2,3.2,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.2,0,NA,NA,NA,NA,NA,NA,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
010/0084,276,SAF+FSE,0.239658,0,37.92,37.92,4.76,0,0,37,0,0,0,0,1,0,5,0,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.92,0,0,0,0,0,0,0,27.12,2.32,3.06,0,0,0,0,0,4,0,0,4,0,0,0,0,8
011/0006,277,NA,1.456358,26.6,73.36,99.96,48.13,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.37,26.59,0,0,0,0,0,0,0,32.97,9.85,0,0,0,0,0,0,33,0,15,11,8,0,1,20,88
011/0013,259,NA,0.543961,0,112.3,112.3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3,0,0,0,0,0,0,0,99.63,2.44,2.83,0.3,0,0,0,0,19,0,28,0,0,0,0,94,141
011/0017,261,SAF+FSE,1.156989,0,131.4,131.4,36.73,0,0,117,0,0,0,0,1,0,6,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4,0,0,0,0,0,0,0,81.86,9.56,0,0,0,0,0,0,72,0,19,14,0,0,1,107,213
011/0019,262,SAF+FSE,2.291789,0,33.95,33.95,10.79,12,13,44,8,0,1,0,1,0,5,0,6,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,26.1,7.85,0,0,0,0,0,0,0,14.26,0,0.21,6.85,0,0,0,0,2,0,33,2,0,0,0,24,61
011/0027,265,SAF+FSE,0.407095,42.78,0,42.78,26.46,0,0,20,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.78,0,0,0,0,0,0,0,15.92,0,0.4,0,0,0,0,0,22,0,11,8,0,0,1,20,62
011/0031,267,NA,1.261537,0,123.37,123.37,37.52,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1,61.2,0,0,0,0,0,0,0,65.48,9.4,0,0,0,0,0,0,104,0,45,50,16,0,3,35,253
011/0032,268,SAF+FSE,0.084947,0,48.74,48.74,0,0,0,0,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48.74,0,0,0,0,0,0,0,0,35.63,1.51,8.56,0,0,0,0,0,19,0,9,9,5,0,2,2,46
011/0040,272,SAF+FSE,1.521253,0,150.1,150.1,25.23,0,12,195,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1,0,0,0,0,0,0,77.59,14.76,27.76,0,0,0,0,0,77,0,26,30,12,0,2,44,191
011/0042,329,SAF+FSE,1.181792,0,115.83,115.83,44.73,0,0,123,0,0,0,0,1,1,7,6,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.83,0,0,0,0,0,0,0,55.34,3.79,6.29,0,0,0,0,0,9,0,0,0,0,0,0,129,138
011/0043,330,SAF+FSE,0.011453,0,6.89,6.89,0,0,0,0,0,0,0,0,1,0,5,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,0,0,0,0,0,0,0,5.02,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,12,12
011/0046,332,SAF+FSE,1.234358,0,43.85,43.85,11.48,0,0,56,461,0,0,0,1,0,7,0,5,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43.85,0,0,0,0,0,0,0,0,16.31,9.17,3.15,0,0,0,0,0,15,0,5,7,0,0,1,10,38
011/0048,333,SAF+FSE,0.252729,0,29,29,23.84,0,0,0,0,0,0,0,1,0,5,0,6,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,0,0,0,0,0,0,3.98,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,36,36
011/0057,335,SAF+FSE,1.711282,0,108.2,108.2,38.76,0,0,124,318,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,68,40.2,0,0,0,0,0,0,0,61.55,4.1,0.93,0,0,0,0,0,0,0,0,0,0,0,0,106,106
011/0064,337,NA,2.075216,5.55,75.25,80.8,7.44,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8,0,0,0,0,0,0,0,0,52.74,8.56,11.38,0.41,55,26,3,0,11,103,26,35,0,0,1,69,245
011/0069,339,SAF+FSE,4.000713,0,87.74,87.74,8.65,0,0,302,0,0,0,0,1,0,7,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,87.74,0,0,0,0,0,0,0,0,29.92,37.73,0.57,0,126,26,15,13,1,146,55,40,0,7,1,81,331
011/0073,342,SAF+FSE,0.608961,0,43.27,43.27,10.64,0,0,74,52,0,0,0,1,0,6,0,6,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43.27,0,0,0,0,0,0,0,0,22.74,6.54,0,0,0,0,0,0,3,68,16,19,0,5,1,29,141
011/0076,343,SAF+FSE,0.067553,0,33,33,0,0,0,0,0,0,0,0,1,0,5,0,4,0,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,8.25,23.59,0.66,0,0,0,0,0,2,48,0,20,0,6,0,1,77
011/0078,344,NA,0.050384,7.3,7.7,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,11,0.78,0,0,0,0,0,4,0,0,7,0,0,0,0,11
011/0080,345,NA,0.067639,0,33.4,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,0,0,0,0,0,0,0,0,31.99,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,41,41
011/0089,347,NA,0.649353,0,40.8,40.8,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,0,0,0,0,0,0,18.15,10.79,9.34,0,0,0,0,0,0,40,27,10,59,0,1,40,177
011/0097,349,SAF+FSE,0.227747,0,44.41,44.41,17.76,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.41,0,0,0,0,0,0,16.07,3.31,0,6.33,0,0,0,0,119,0,49,75,0,0,27,25,295
011/0113,302,SAF+FSE,0.999279,19.95,58.23,78.18,6.77,22,161,58,32,0,1,1,0,1,0,3,0,6,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,10.55,67.63,0,1,0,0,0,0,0,17.39,12.47,12.35,0,17,2,2,0,8,24,12,9,0,5,1,22,81
